bet_num,match_date,home_team,away_team,outcome,odds,p_model,kelly_fraction,half_kelly,stake,won,profit,bankroll_after
248,2024-03-09,Blackburn,Plymouth,A,4.75,0.3031,0.1173,0.0586,1.94,0,-1.94,31.19
249,2024-03-09,Cardiff,Ipswich,H,4.75,0.2814,0.0898,0.0449,1.4,1,5.25,36.44
250,2024-03-09,Preston,Stoke,H,2.4,0.5599,0.2456,0.1228,4.48,0,-4.48,31.97
251,2024-03-09,Magdeburg,Nurnberg,A,4.5,0.2697,0.0611,0.0305,0.97,1,3.41,35.38
252,2024-03-09,Cremonese,Como,H,2.1,0.5046,0.0542,0.0271,0.96,1,1.05,36.43
253,2024-03-09,Man United,Everton,H,1.83,0.6156,0.1524,0.0762,2.78,1,2.3,38.74
254,2024-03-09,Cosenza,Cittadella,H,2.6,0.4263,0.0677,0.0338,1.31,0,-1.31,37.43
255,2024-03-09,Bordeaux,Quevilly Rouen,H,1.91,0.5716,0.1008,0.0504,1.89,0,-1.89,35.54
256,2024-03-09,Albacete,Oviedo,A,3.4,0.3544,0.0854,0.0427,1.52,1,3.64,39.18
257,2024-03-09,Caen,Paris FC,H,2.38,0.4624,0.0728,0.0364,1.43,0,-1.43,37.76
258,2024-03-09,Spezia,Sudtirol,A,4.2,0.2775,0.0517,0.0258,0.97,0,-0.97,36.78
259,2024-03-09,Troyes,Bastia,H,2.63,0.41,0.048,0.024,0.88,1,1.44,38.22
260,2024-03-09,Concarneau,Guingamp,H,3.4,0.3322,0.054,0.027,1.03,0,-1.03,37.19
261,2024-03-09,Bologna,Inter,A,2.15,0.5277,0.1171,0.0585,2.18,1,2.5,39.69
262,2024-03-09,Dunkerque,Pau FC,A,3.2,0.3709,0.085,0.0425,1.69,0,-1.69,38.01
263,2024-03-10,Paris SG,Reims,H,1.4,0.7654,0.179,0.0895,3.4,0,-3.4,34.6
264,2024-03-10,West Ham,Burnley,H,1.67,0.6457,0.117,0.0585,2.02,0,-2.02,32.58
265,2024-03-10,Aston Villa,Tottenham,H,2.38,0.4752,0.0949,0.0474,1.54,0,-1.54,31.04
266,2024-03-10,Las Palmas,Ath Bilbao,H,4.0,0.3112,0.0816,0.0408,1.27,0,-1.27,29.77
267,2024-03-10,Juventus,Atalanta,H,2.2,0.5573,0.1883,0.0942,2.8,0,-2.8,26.97
268,2024-03-10,Bochum,Freiburg,A,3.0,0.3842,0.0764,0.0382,1.03,1,2.06,29.03
269,2024-03-10,Marseille,Nantes,H,1.5,0.6886,0.0657,0.0328,0.95,1,0.48,29.5
270,2024-03-10,Leverkusen,Wolfsburg,H,1.33,0.7927,0.1646,0.0823,2.43,1,0.8,30.3
271,2024-03-10,Real Madrid,Celta,H,1.3,0.8464,0.3344,0.1672,5.07,1,1.52,31.82
272,2024-03-10,Milan,Empoli,H,1.44,0.7541,0.1951,0.0975,3.1,1,1.37,33.19
273,2024-03-10,Brighton,Nott'm Forest,H,1.8,0.6053,0.112,0.056,1.86,1,1.49,34.67
274,2024-03-11,Lazio,Udinese,H,1.91,0.6179,0.198,0.099,3.43,0,-3.43,31.24
275,2024-03-11,Sampdoria,Ascoli,H,2.15,0.4946,0.0551,0.0275,0.86,1,0.99,32.23
276,2024-03-11,Chelsea,Newcastle,A,3.6,0.3678,0.1247,0.0623,2.01,0,-2.01,30.22
277,2024-03-11,Amorebieta,Leganes,A,2.45,0.4486,0.0684,0.0342,1.03,1,1.5,31.72
278,2024-03-11,Almeria,Sevilla,A,2.38,0.4522,0.0552,0.0276,0.88,0,-0.88,30.85
279,2024-03-13,Levante,Andorra,H,1.91,0.5679,0.0931,0.0466,1.44,0,-1.44,29.41
280,2024-03-13,Bournemouth,Luton,D,4.75,0.2594,0.0619,0.0309,0.91,0,-0.91,28.5
281,2024-03-13,Ross County,Hibernian,H,4.2,0.2889,0.0667,0.0334,0.95,0,-0.95,27.55
282,2024-03-13,Bournemouth,Luton,A,5.75,0.2159,0.0508,0.0254,0.7,0,-0.7,26.85
283,2024-03-15,FC Koln,RB Leipzig,H,6.5,0.1977,0.0518,0.0259,0.7,0,-0.7,26.15
284,2024-03-15,Paderborn,Braunschweig,H,1.85,0.6199,0.1728,0.0864,2.26,0,-2.26,23.89
285,2024-03-15,Palermo,Venezia,H,2.63,0.4194,0.0631,0.0316,0.76,0,-0.76,23.14
286,2024-03-15,Osnabruck,Fortuna Dusseldorf,A,1.95,0.5802,0.1383,0.0691,1.6,1,1.52,24.66
287,2024-03-16,Stoke,Norwich,A,2.8,0.4157,0.0912,0.0456,1.12,1,2.02,26.68
288,2024-03-16,Hannover,Kaiserslautern,H,1.91,0.5523,0.0604,0.0302,0.81,0,-0.81,25.87
289,2024-03-16,Sunderland,QPR,H,2.45,0.4913,0.1405,0.0702,1.82,0,-1.82,24.06
290,2024-03-16,West Brom,Bristol City,H,1.8,0.5956,0.0901,0.0451,1.09,1,0.87,24.93
291,2024-03-16,Laval,Dunkerque,H,1.95,0.566,0.1092,0.0546,1.36,0,-1.36,23.57
292,2024-03-16,Paris FC,Ajaccio,H,2.2,0.4956,0.0752,0.0376,0.89,1,1.06,24.63
293,2024-03-16,Quevilly Rouen,Troyes,A,4.0,0.3326,0.1102,0.0551,1.36,0,-1.36,23.27
294,2024-03-16,Nantes,Strasbourg,A,3.3,0.3559,0.0759,0.0379,0.88,1,2.03,25.3
295,2024-03-16,Lens,Nice,H,2.0,0.5682,0.1364,0.0682,1.73,0,-1.73,23.57
296,2024-03-16,Nurnberg,St Pauli,H,5.0,0.2676,0.0844,0.0422,0.99,0,-0.99,22.58
297,2024-03-16,Rotherham,Huddersfield,H,4.33,0.2841,0.0691,0.0346,0.78,0,-0.78,21.8
298,2024-03-16,Middlesbrough,Blackburn,H,1.91,0.5677,0.0926,0.0463,1.01,0,-1.01,20.79
299,2024-03-16,Brescia,Catanzaro,H,2.5,0.4849,0.1414,0.0707,1.47,0,-1.47,19.32
300,2024-03-16,Sudtirol,Cremonese,H,4.2,0.2921,0.0709,0.0355,0.69,1,2.19,21.51
301,2024-03-16,Hoffenheim,Stuttgart,H,3.8,0.312,0.0663,0.0331,0.71,0,-0.71,20.8
302,2024-03-16,Mainz,Bochum,A,4.33,0.3177,0.1128,0.0564,1.17,0,-1.17,19.63
303,2024-03-16,Monza,Cagliari,H,2.05,0.5595,0.14,0.07,1.37,1,1.44,21.07
304,2024-03-16,Ipswich,Sheffield Weds,H,1.55,0.6779,0.0922,0.0461,0.97,1,0.53,21.61
305,2024-03-16,Salernitana,Lecce,H,2.9,0.3847,0.0609,0.0304,0.66,0,-0.66,20.95
306,2024-03-16,Bari,Sampdoria,H,2.7,0.4249,0.0866,0.0433,0.91,0,-0.91,20.04
307,2024-03-16,Birmingham,Watford,A,3.0,0.385,0.0776,0.0388,0.78,1,1.56,21.6
308,2024-03-16,Motherwell,Aberdeen,H,2.4,0.494,0.1325,0.0663,1.43,0,-1.43,20.17
309,2024-03-16,Como,Pisa,H,2.05,0.5207,0.0642,0.0321,0.65,1,0.68,20.84
310,2024-03-17,Sevilla,Celta,H,2.0,0.5373,0.0747,0.0373,0.78,0,-0.78,20.07
311,2024-03-17,Hertha,Schalke 04,H,2.25,0.4738,0.0528,0.0264,0.53,1,0.66,20.73
312,2024-03-17,Las Palmas,Almeria,H,1.95,0.5969,0.1726,0.0863,1.79,0,-1.79,18.94
313,2024-03-17,Ascoli,Lecco,H,1.91,0.6032,0.1671,0.0835,1.58,1,1.44,20.38
314,2024-03-17,Vallecano,Betis,A,3.0,0.4245,0.1368,0.0684,1.39,0,-1.39,18.99
315,2024-03-17,Inter,Napoli,H,1.57,0.6839,0.1295,0.0647,1.23,0,-1.23,17.76
316,2024-03-17,Juventus,Genoa,H,1.5,0.6814,0.0443,0.0222,0.39,0,-0.39,17.36
317,2024-03-17,Clermont,Le Havre,H,2.6,0.4246,0.0649,0.0324,0.56,1,0.9,18.26
318,2024-03-18,Andorra,Amorebieta,A,5.25,0.2316,0.0508,0.0254,0.46,1,1.97,20.23
319,2024-03-23,Espanol,Tenerife,H,1.95,0.5564,0.0894,0.0447,0.9,0,-0.9,19.33
320,2024-03-23,Villarreal B,Leganes,A,2.5,0.4654,0.1089,0.0545,1.05,1,1.58,20.91
321,2024-03-24,Mirandes,Zaragoza,H,2.45,0.4198,0.0197,0.0099,0.21,0,-0.21,20.7
322,2024-03-24,Levante,Elche,H,2.5,0.4126,0.021,0.0105,0.22,1,0.33,21.03
323,2024-03-25,Albacete,Ferrol,A,4.2,0.2859,0.0628,0.0314,0.66,0,-0.66,20.37
324,2024-03-29,Watford,Leeds,H,6.0,0.2206,0.0647,0.0323,0.66,0,-0.66,19.71
325,2024-03-29,Preston,Rotherham,H,1.53,0.7132,0.172,0.086,1.7,1,0.9,20.61
326,2024-03-29,Hull,Stoke,H,1.95,0.5498,0.076,0.038,0.78,0,-0.78,19.83
327,2024-03-30,Getafe,Sevilla,H,2.55,0.4384,0.0761,0.0381,0.76,0,-0.76,19.07
328,2024-03-30,RB Leipzig,Mainz,H,1.4,0.7576,0.1517,0.0759,1.45,0,-1.45,17.62
329,2024-03-30,Werder Bremen,Wolfsburg,H,2.88,0.3988,0.079,0.0395,0.7,0,-0.7,16.93
330,2024-03-30,Bayern Munich,Dortmund,A,6.0,0.2114,0.0537,0.0269,0.46,1,2.28,19.2
331,2024-03-30,Bayern Munich,Dortmund,D,5.75,0.2369,0.0762,0.0381,0.73,0,-0.73,18.47
332,2024-03-30,Almeria,Osasuna,A,2.8,0.422,0.1009,0.0505,0.93,1,1.68,20.15
333,2024-03-30,Kaiserslautern,Fortuna Dusseldorf,A,2.38,0.4842,0.1104,0.0552,1.11,1,1.54,21.69
334,2024-03-30,Motherwell,St Mirren,H,2.45,0.4455,0.0632,0.0316,0.69,0,-0.69,21.0
335,2024-03-30,Genoa,Frosinone,H,1.95,0.5541,0.0848,0.0424,0.89,0,-0.89,20.11
336,2024-03-30,Andorra,Mirandes,A,4.75,0.3058,0.1206,0.0603,1.21,0,-1.21,18.9
337,2024-03-30,Albacete,Huesca,A,4.0,0.2937,0.0583,0.0291,0.55,0,-0.55,18.35
338,2024-03-30,St Johnstone,Dundee,H,2.7,0.4149,0.0707,0.0354,0.65,0,-0.65,17.7
339,2024-03-30,Rangers,Hibernian,H,1.29,0.807,0.1415,0.0708,1.25,1,0.36,18.06
340,2024-03-30,Napoli,Atalanta,H,2.1,0.5299,0.1026,0.0513,0.93,0,-0.93,17.14
341,2024-03-30,Concarneau,Angers,A,2.45,0.4749,0.1127,0.0563,0.96,1,1.4,18.53
342,2024-03-30,Tottenham,Luton,D,8.0,0.1695,0.0508,0.0254,0.47,0,-0.47,18.06
343,2024-03-30,Nott'm Forest,Crystal Palace,A,3.4,0.3472,0.0751,0.0376,0.68,0,-0.68,17.38
344,2024-03-30,Quevilly Rouen,Caen,A,3.2,0.3742,0.0897,0.0449,0.78,1,1.72,19.1
345,2024-03-30,Metz,Monaco,D,4.2,0.2802,0.0552,0.0276,0.53,0,-0.53,18.57
346,2024-03-30,Troyes,Rodez,H,2.7,0.4124,0.0668,0.0334,0.62,0,-0.62,17.95
347,2024-03-30,Valladolid,Levante,A,4.75,0.2765,0.0835,0.0418,0.75,0,-0.75,17.2
348,2024-03-31,Real Madrid,Ath Bilbao,H,1.53,0.6813,0.0799,0.0399,0.69,1,0.36,17.57
349,2024-03-31,Wehen,Osnabruck,H,2.05,0.539,0.0999,0.0499,0.88,0,-0.88,16.69
350,2024-03-31,Nice,Nantes,H,1.75,0.6569,0.1994,0.0997,1.66,0,-1.66,15.03
351,2024-03-31,Stuttgart,Heidenheim,D,6.0,0.2159,0.059,0.0295,0.44,1,2.22,17.24
352,2024-03-31,Clermont,Toulouse,H,3.1,0.3924,0.103,0.0515,0.89,0,-0.89,16.36
353,2024-03-31,Stuttgart,Heidenheim,A,10.0,0.1638,0.0709,0.0355,0.58,0,-0.58,15.77
354,2024-04-01,Middlesbrough,Sheffield Weds,H,1.8,0.5944,0.0874,0.0437,0.69,1,0.55,16.33
355,2024-04-01,Parma,Catanzaro,H,1.7,0.7154,0.3088,0.1544,2.52,0,-2.52,13.81
356,2024-04-01,Lecco,Cittadella,A,2.4,0.4496,0.0564,0.0282,0.39,0,-0.39,13.42
357,2024-04-01,Modena,Bari,A,4.0,0.2917,0.0557,0.0278,0.37,0,-0.37,13.04
358,2024-04-01,Bologna,Salernitana,H,1.3,0.8018,0.1411,0.0706,0.92,1,0.28,13.32
359,2024-04-01,Birmingham,Preston,A,3.1,0.4058,0.1228,0.0614,0.82,0,-0.82,12.5
360,2024-04-01,Inter,Empoli,H,1.22,0.8998,0.4441,0.222,2.78,1,0.61,13.11
361,2024-04-01,West Brom,Watford,H,1.85,0.5828,0.0921,0.046,0.6,0,-0.6,12.51
362,2024-04-01,Rotherham,Millwall,H,4.33,0.2764,0.0591,0.0296,0.37,1,1.23,13.74
363,2024-04-01,Swansea,QPR,H,2.5,0.4881,0.1469,0.0734,1.01,0,-1.01,12.73
364,2024-04-01,Como,Sudtirol,A,5.75,0.2229,0.0593,0.0297,0.38,0,-0.38,12.36
365,2024-04-02,Burnley,Wolves,A,2.75,0.4182,0.0858,0.0429,0.53,0,-0.53,11.83
366,2024-04-02,Newcastle,Everton,H,2.0,0.6387,0.2775,0.1387,1.64,0,-1.64,10.19
367,2024-04-04,Chelsea,Man United,A,3.4,0.3819,0.1243,0.0622,0.63,0,-0.63,9.55
368,2024-04-05,Ein Frankfurt,Werder Bremen,H,1.75,0.6003,0.0673,0.0336,0.32,0,-0.32,9.23
369,2024-04-05,Paderborn,Hertha,A,3.4,0.3494,0.0784,0.0392,0.36,1,0.87,10.1
370,2024-04-05,Rotherham,Plymouth,H,4.2,0.3285,0.1187,0.0594,0.6,0,-0.6,9.5
371,2024-04-06,Pau FC,Ajaccio,H,2.55,0.4595,0.1108,0.0554,0.53,0,-0.53,8.97
372,2024-04-06,Brescia,Pisa,H,2.7,0.4488,0.1246,0.0623,0.56,1,0.95,9.92
373,2024-04-06,Paris SG,Clermont,H,1.18,0.875,0.1807,0.0903,0.9,0,-0.9,9.03
374,2024-04-06,Bastia,Dunkerque,H,2.05,0.5358,0.0938,0.0469,0.42,0,-0.42,8.6
375,2024-04-06,Cardiff,Hull,H,3.1,0.3842,0.091,0.0455,0.39,0,-0.39,8.21
376,2024-04-06,Leicester,Birmingham,H,1.33,0.7822,0.1224,0.0612,0.5,1,0.17,8.38
377,2024-04-06,Rodez,Quevilly Rouen,H,2.2,0.5362,0.1498,0.0749,0.63,0,-0.63,7.75
378,2024-04-06,Stoke,West Brom,A,2.8,0.4421,0.1321,0.0661,0.51,0,-0.51,7.24
379,2024-04-06,Dortmund,Stuttgart,H,2.25,0.6017,0.283,0.1415,1.02,0,-1.02,6.21
380,2024-04-06,Milan,Lecce,H,1.36,0.7996,0.243,0.1215,0.76,1,0.27,6.49
381,2024-04-06,Freiburg,RB Leipzig,H,4.75,0.2793,0.0871,0.0435,0.28,0,-0.28,6.2
382,2024-04-06,Levante,Zaragoza,H,2.15,0.5392,0.1385,0.0693,0.43,1,0.49,6.7
383,2024-04-06,Eldense,Andorra,H,2.3,0.4912,0.0998,0.0499,0.33,0,-0.33,6.36
384,2024-04-06,Hamburg,Kaiserslautern,H,1.65,0.6596,0.1358,0.0679,0.43,1,0.28,6.64
385,2024-04-06,Sudtirol,Parma,H,4.5,0.2872,0.0835,0.0418,0.28,0,-0.28,6.37
386,2024-04-06,Aston Villa,Brentford,H,1.7,0.6216,0.081,0.0405,0.26,0,-0.26,6.11
387,2024-04-06,Fulham,Newcastle,A,2.8,0.4273,0.1091,0.0546,0.33,1,0.6,6.71
388,2024-04-06,Mainz,Darmstadt,D,5.0,0.2541,0.0676,0.0338,0.23,0,-0.23,6.48
389,2024-04-06,Mainz,Darmstadt,A,7.5,0.203,0.0804,0.0402,0.26,0,-0.26,6.22
390,2024-04-07,Fortuna Dusseldorf,Braunschweig,H,1.7,0.663,0.1817,0.0908,0.56,1,0.4,6.62
391,2024-04-07,Sheffield United,Chelsea,H,7.0,0.1952,0.061,0.0305,0.2,0,-0.2,6.42
392,2024-04-07,Man United,Liverpool,D,4.5,0.2719,0.0639,0.032,0.21,1,0.72,7.13
393,2024-04-07,Man United,Liverpool,H,4.75,0.2515,0.052,0.026,0.19,0,-0.19,6.95
394,2024-04-07,Tenerife,Eibar,A,3.2,0.366,0.0778,0.0389,0.27,0,-0.27,6.68
395,2024-04-07,Wolfsburg,M'gladbach,A,3.8,0.3019,0.0526,0.0263,0.18,1,0.49,7.17
396,2024-04-07,Cartagena,Valladolid,H,3.8,0.3304,0.0912,0.0456,0.33,0,-0.33,6.84
397,2024-04-07,Espanol,Albacete,H,1.8,0.6081,0.1182,0.0591,0.4,1,0.32,7.17
398,2024-04-07,Hoffenheim,Augsburg,D,4.0,0.2976,0.0635,0.0318,0.23,0,-0.23,6.94
399,2024-04-08,Santander,Alcorcon,H,1.75,0.6012,0.0696,0.0348,0.24,0,-0.24,6.7
400,2024-04-08,Udinese,Inter,A,1.5,0.7139,0.1417,0.0708,0.47,1,0.24,6.93
401,2024-04-09,Preston,Huddersfield,H,2.63,0.4871,0.1725,0.0862,0.6,1,0.97,7.91
402,2024-04-09,Plymouth,QPR,H,3.1,0.4184,0.1414,0.0707,0.56,0,-0.56,7.35
403,2024-04-10,Birmingham,Cardiff,A,4.2,0.3371,0.1299,0.065,0.48,1,1.53,8.88
404,2024-04-10,Bristol City,Blackburn,H,2.5,0.4699,0.1165,0.0582,0.52,1,0.78,9.65
405,2024-04-10,West Brom,Rotherham,H,1.25,0.8063,0.0315,0.0158,0.15,1,0.04,9.69
406,2024-04-10,Swansea,Stoke,H,2.4,0.4537,0.0636,0.0318,0.31,1,0.43,10.12
407,2024-04-12,Plymouth,Leicester,H,6.5,0.2033,0.0584,0.0292,0.3,1,1.63,11.75
408,2024-04-12,Hertha,Hansa Rostock,H,1.73,0.614,0.0853,0.0427,0.5,1,0.37,12.12
409,2024-04-12,Betis,Celta,H,2.1,0.5417,0.1251,0.0626,0.76,1,0.83,12.95
410,2024-04-12,Greuther Furth,Kaiserslautern,H,2.75,0.5127,0.2342,0.1171,1.52,1,2.65,15.6
411,2024-04-13,West Brom,Sunderland,H,1.8,0.582,0.0595,0.0298,0.46,0,-0.46,15.14
412,2024-04-13,Quevilly Rouen,Auxerre,A,2.0,0.5163,0.0326,0.0163,0.25,0,-0.25,14.89
413,2024-04-13,Cadiz,Barcelona,A,1.83,0.629,0.1821,0.091,1.36,1,1.12,16.02
414,2024-04-13,Bristol City,Huddersfield,H,2.3,0.5127,0.1378,0.0689,1.1,0,-1.1,14.91
415,2024-04-13,Vallecano,Getafe,A,3.7,0.3311,0.0834,0.0417,0.62,0,-0.62,14.29
416,2024-04-13,Mainz,Hoffenheim,A,3.4,0.3295,0.0502,0.0251,0.36,0,-0.36,13.93
417,2024-04-13,M'gladbach,Dortmund,A,2.0,0.5511,0.1022,0.0511,0.71,1,0.71,14.64
418,2024-04-13,Stuttgart,Ein Frankfurt,A,5.5,0.2392,0.0701,0.035,0.51,0,-0.51,14.13
419,2024-04-13,Celtic,St Mirren,H,1.2,0.847,0.0818,0.0409,0.58,1,0.12,14.25
420,2024-04-13,Hull,QPR,H,2.05,0.5284,0.0793,0.0397,0.57,1,0.59,14.84
421,2024-04-13,Hearts,Livingston,H,1.4,0.7988,0.2957,0.1479,2.2,1,0.88,15.72
422,2024-04-13,Nott'm Forest,Wolves,A,3.5,0.3595,0.1033,0.0516,0.81,0,-0.81,14.91
423,2024-04-13,St Johnstone,Kilmarnock,H,3.8,0.3103,0.064,0.032,0.48,0,-0.48,14.43
424,2024-04-13,Preston,Norwich,H,3.1,0.3962,0.1086,0.0543,0.78,0,-0.78,13.65
425,2024-04-13,Millwall,Cardiff,A,4.75,0.2845,0.0937,0.0468,0.64,0,-0.64,13.01
426,2024-04-13,Motherwell,Hibernian,H,2.7,0.4448,0.1182,0.0591,0.77,0,-0.77,12.24
427,2024-04-13,Holstein Kiel,Osnabruck,H,1.5,0.7109,0.1326,0.0663,0.81,1,0.41,12.65
428,2024-04-13,Newcastle,Tottenham,H,2.7,0.4246,0.0862,0.0431,0.55,1,0.93,13.57
429,2024-04-13,Bournemouth,Man United,A,2.6,0.4796,0.1543,0.0772,1.05,0,-1.05,12.52
430,2024-04-13,Parma,Spezia,H,1.73,0.6446,0.1578,0.0789,0.99,1,0.72,13.25
431,2024-04-13,Troyes,Paris FC,H,3.3,0.3397,0.0526,0.0263,0.35,0,-0.35,12.9
432,2024-04-13,Mallorca,Real Madrid,A,1.75,0.6377,0.1546,0.0773,1.0,1,0.75,13.65
433,2024-04-13,Ajaccio,St Etienne,H,4.0,0.3005,0.0673,0.0337,0.46,1,1.38,15.02
434,2024-04-14,Leverkusen,Werder Bremen,H,1.2,0.8536,0.1219,0.0609,0.92,1,0.18,15.21
435,2024-04-14,West Ham,Fulham,H,2.38,0.4958,0.1305,0.0653,0.99,0,-0.99,14.21
436,2024-04-14,Arsenal,Aston Villa,A,10.0,0.1537,0.0597,0.0298,0.42,1,3.81,18.03
437,2024-04-14,Sassuolo,Milan,A,1.75,0.6591,0.2047,0.1023,1.84,0,-1.84,16.18
438,2024-04-14,Inter,Cagliari,H,1.18,0.8864,0.2555,0.1278,2.07,0,-2.07,14.11
439,2024-04-14,Clermont,Montpellier,H,3.3,0.3483,0.065,0.0325,0.46,0,-0.46,13.66
440,2024-04-14,Le Havre,Nantes,H,2.6,0.4405,0.0909,0.0454,0.62,0,-0.62,13.04
441,2024-04-14,St Pauli,Elversberg,H,1.5,0.6907,0.0722,0.0361,0.47,0,-0.47,12.57
442,2024-04-14,Liverpool,Crystal Palace,H,1.22,0.8591,0.2185,0.1093,1.37,0,-1.37,11.19
443,2024-04-15,Atalanta,Verona,H,1.45,0.7232,0.1081,0.054,0.6,0,-0.6,10.59
444,2024-04-16,Southampton,Preston,A,9.0,0.1672,0.0631,0.0316,0.33,0,-0.33,10.25
445,2024-04-19,Ein Frankfurt,Augsburg,H,2.0,0.5253,0.0505,0.0253,0.26,1,0.26,10.51
446,2024-04-19,Nurnberg,Paderborn,H,3.0,0.3674,0.0511,0.0256,0.27,0,-0.27,10.24
447,2024-04-20,Rotherham,Birmingham,H,5.5,0.3096,0.1562,0.0781,0.8,0,-0.8,9.44
448,2024-04-20,Nantes,Rennes,A,2.4,0.4589,0.0723,0.0362,0.34,1,0.48,9.92
449,2024-04-20,Bari,Pisa,H,2.5,0.4382,0.0637,0.0319,0.32,0,-0.32,9.61
450,2024-04-20,Sudtirol,Cittadella,H,2.7,0.4707,0.1593,0.0797,0.77,0,-0.77,8.84
451,2024-04-20,Heidenheim,RB Leipzig,H,5.75,0.2211,0.0572,0.0286,0.25,0,-0.25,8.59
452,2024-04-20,Heidenheim,RB Leipzig,D,5.25,0.237,0.0575,0.0288,0.25,0,-0.25,8.34
453,2024-04-20,Pau FC,Laval,H,2.55,0.4692,0.1268,0.0634,0.53,1,0.82,9.16
454,2024-04-20,Ascoli,Modena,H,2.88,0.4181,0.1086,0.0543,0.5,0,-0.5,8.66
455,2024-04-20,Cardiff,Southampton,D,4.5,0.2704,0.062,0.031,0.27,0,-0.27,8.39
456,2024-04-20,Concarneau,Quevilly Rouen,H,3.4,0.3639,0.0988,0.0494,0.41,0,-0.41,7.98
457,2024-04-20,Vallecano,Osasuna,A,3.6,0.334,0.0778,0.0389,0.31,0,-0.31,7.67
458,2024-04-20,Amiens,Dunkerque,H,2.05,0.5029,0.0295,0.0147,0.11,0,-0.11,7.56
459,2024-04-20,Stoke,Plymouth,A,4.75,0.2844,0.0936,0.0468,0.35,0,-0.35,7.2
460,2024-04-20,QPR,Preston,A,4.5,0.3553,0.1711,0.0855,0.62,0,-0.62,6.59
461,2024-04-20,Celta,Las Palmas,A,5.0,0.2676,0.0845,0.0422,0.28,0,-0.28,6.31
462,2024-04-20,Santander,Levante,A,3.3,0.343,0.0574,0.0287,0.18,0,-0.18,6.13
463,2024-04-20,Huesca,Zaragoza,H,2.7,0.4319,0.0978,0.0489,0.3,0,-0.3,5.83
464,2024-04-20,Villarreal B,Ferrol,A,3.0,0.366,0.0489,0.0245,0.14,0,-0.14,5.68
465,2024-04-20,Wolves,Arsenal,H,8.5,0.1817,0.0726,0.0363,0.21,0,-0.21,5.48
466,2024-04-20,Cardiff,Southampton,H,8.0,0.2378,0.1289,0.0644,0.35,1,2.47,7.95
467,2024-04-21,Werder Bremen,Stuttgart,D,4.75,0.2552,0.0566,0.0283,0.22,0,-0.22,7.72
468,2024-04-21,Freiburg,Mainz,H,2.6,0.5087,0.2017,0.1008,0.78,0,-0.78,6.94
469,2024-04-21,Alaves,Ath Madrid,A,1.95,0.5705,0.1183,0.0592,0.41,0,-0.41,6.53
470,2024-04-21,Karlsruhe,Hertha,A,3.75,0.3635,0.1321,0.066,0.43,0,-0.43,6.1
471,2024-04-21,Crystal Palace,West Ham,A,3.4,0.3515,0.0813,0.0406,0.25,0,-0.25,5.85
472,2024-04-21,Aston Villa,Bournemouth,H,1.85,0.6334,0.2021,0.1011,0.59,1,0.5,6.36
473,2024-04-21,Espanol,Andorra,H,1.65,0.6285,0.057,0.0285,0.18,0,-0.18,6.18
474,2024-04-22,Middlesbrough,Leeds,H,4.2,0.3034,0.0857,0.0429,0.26,0,-0.26,5.91
475,2024-04-23,Bastia,Concarneau,H,2.3,0.5698,0.2388,0.1194,0.71,1,0.92,6.83
476,2024-04-23,Caen,Annecy,H,2.3,0.4922,0.1015,0.0508,0.35,1,0.45,7.28
477,2024-04-23,Grenoble,St Etienne,H,3.6,0.3097,0.0441,0.0221,0.16,0,-0.16,7.12
478,2024-04-23,Valenciennes,Ajaccio,H,5.0,0.2826,0.1033,0.0516,0.37,1,1.47,8.59
479,2024-04-23,Arsenal,Chelsea,H,1.44,0.7049,0.0341,0.0171,0.15,1,0.06,8.65
480,2024-04-24,Crystal Palace,Newcastle,A,2.4,0.453,0.0623,0.0311,0.27,0,-0.27,8.38
481,2024-04-24,Wolves,Bournemouth,H,2.7,0.44,0.1105,0.0553,0.46,0,-0.46,7.92
482,2024-04-26,St Pauli,Hansa Rostock,H,1.36,0.7598,0.0925,0.0463,0.37,1,0.13,8.05
483,2024-04-26,Montpellier,Nantes,H,1.95,0.569,0.1154,0.0577,0.46,0,-0.46,7.59
484,2024-04-26,Frosinone,Salernitana,A,7.5,0.1838,0.0582,0.0291,0.22,0,-0.22,7.37
485,2024-04-26,Sociedad,Real Madrid,A,2.9,0.4978,0.2335,0.1167,0.86,1,1.63,9.0
486,2024-04-26,Hertha,Hannover,H,2.2,0.5314,0.141,0.0705,0.63,0,-0.63,8.37
487,2024-04-26,Bochum,Hoffenheim,A,2.9,0.3837,0.0594,0.0297,0.25,0,-0.25,8.12
488,2024-04-26,Andorra,Santander,A,3.4,0.3566,0.0885,0.0443,0.36,0,-0.36,7.76
489,2024-04-27,Wolves,Luton,H,1.95,0.593,0.1646,0.0823,0.64,1,0.61,8.36
490,2024-04-27,Paris SG,Le Havre,H,1.33,0.8637,0.4507,0.2254,1.89,0,-1.89,6.48
491,2024-04-27,Brescia,Spezia,H,2.55,0.4324,0.0661,0.0331,0.21,0,-0.21,6.26
492,2024-04-27,Holstein Kiel,Kaiserslautern,H,1.75,0.7193,0.3451,0.1725,1.08,0,-1.08,5.18
493,2024-04-27,Ajaccio,Quevilly Rouen,H,2.6,0.4767,0.1496,0.0748,0.39,0,-0.39,4.8
494,2024-04-27,Millwall,Plymouth,H,2.2,0.5204,0.1208,0.0604,0.29,1,0.35,5.14
495,2024-04-27,Aston Villa,Chelsea,H,2.15,0.5612,0.1795,0.0898,0.46,0,-0.46,4.68
